2018-11-28 22:28:36,526 @@@@smoothness_penalty_weight:0.0001
2018-11-28 22:28:36,527 @@@@smoothness_penalty_bias:-1.0
2018-11-28 22:28:36,527 @@@@ABCVar_penalty_weight:0.0
2018-11-28 22:28:36,527 @@@@prefix:output/-1-1-0.yaml/2007_trainval_2012_trainval/first
2018-11-28 22:30:19,031 Epoch[0] Batch [100]	Speed: 4.37 samples/sec	Train-SmoothnessLoss=999.999838,	ABCVarPenalty=0.000000,	APenalty=0.000096,	BPenalty=0.000151,	CPenalty=0.000003,	RCNNAcc=0.706103,	
2018-11-29 01:01:42,672 Epoch[1] Batch [1900]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=127.772276,	ABCVarPenalty=0.246049,	APenalty=750.184842,	BPenalty=396.254030,	CPenalty=2353.640162,	RCNNAcc=0.854392,	
2018-11-29 01:03:12,704 Epoch[1] Batch [2000]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=128.222212,	ABCVarPenalty=0.248463,	APenalty=747.239918,	BPenalty=400.398544,	CPenalty=2355.203131,	RCNNAcc=0.854664,	
2018-11-29 01:04:42,965 Epoch[1] Batch [2100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=128.158080,	ABCVarPenalty=0.250473,	APenalty=745.674012,	BPenalty=406.646163,	CPenalty=2354.963538,	RCNNAcc=0.854590,	
2018-11-29 01:06:12,427 Epoch[1] Batch [2200]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=129.052025,	ABCVarPenalty=0.251257,	APenalty=746.051245,	BPenalty=410.254707,	CPenalty=2356.153674,	RCNNAcc=0.854767,	
2018-11-29 01:07:42,414 Epoch[1] Batch [2300]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=128.424404,	ABCVarPenalty=0.250415,	APenalty=745.366425,	BPenalty=409.845456,	CPenalty=2353.186214,	RCNNAcc=0.854731,	
2018-11-29 01:09:12,358 Epoch[1] Batch [2400]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=128.541481,	ABCVarPenalty=0.248203,	APenalty=744.633541,	BPenalty=407.188906,	CPenalty=2349.471311,	RCNNAcc=0.855183,	
2018-11-29 01:10:42,092 Epoch[1] Batch [2500]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=127.954150,	ABCVarPenalty=0.245020,	APenalty=744.787921,	BPenalty=405.956250,	CPenalty=2342.353115,	RCNNAcc=0.855214,	
2018-11-29 01:12:11,976 Epoch[1] Batch [2600]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=128.035165,	ABCVarPenalty=0.244256,	APenalty=743.292523,	BPenalty=404.727500,	CPenalty=2340.539775,	RCNNAcc=0.855224,	
2018-11-29 01:13:41,748 Epoch[1] Batch [2700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=128.485940,	ABCVarPenalty=0.245417,	APenalty=740.236470,	BPenalty=403.645978,	CPenalty=2342.055872,	RCNNAcc=0.854796,	
2018-11-29 01:15:12,036 Epoch[1] Batch [2800]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=128.876813,	ABCVarPenalty=0.244809,	APenalty=740.428237,	BPenalty=402.766105,	CPenalty=2344.496337,	RCNNAcc=0.854532,	
2018-11-29 01:16:41,877 Epoch[1] Batch [2900]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=127.961269,	ABCVarPenalty=0.243420,	APenalty=739.633010,	BPenalty=403.257121,	CPenalty=2341.451989,	RCNNAcc=0.854610,	
2018-11-29 01:18:11,638 Epoch[1] Batch [3000]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=127.928052,	ABCVarPenalty=0.242478,	APenalty=739.667181,	BPenalty=402.803564,	CPenalty=2339.949913,	RCNNAcc=0.854369,	
2018-11-29 01:19:41,231 Epoch[1] Batch [3100]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=128.868793,	ABCVarPenalty=0.241986,	APenalty=741.258358,	BPenalty=400.899790,	CPenalty=2344.604177,	RCNNAcc=0.854348,	
2018-11-29 01:21:11,305 Epoch[1] Batch [3200]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=132.228010,	ABCVarPenalty=0.244436,	APenalty=743.416022,	BPenalty=401.582341,	CPenalty=2357.557071,	RCNNAcc=0.854378,	
2018-11-29 01:22:40,821 Epoch[1] Batch [3300]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=132.165843,	ABCVarPenalty=0.243127,	APenalty=743.776770,	BPenalty=400.301404,	CPenalty=2356.675131,	RCNNAcc=0.854469,	
2018-11-29 01:24:10,565 Epoch[1] Batch [3400]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=131.754526,	ABCVarPenalty=0.241393,	APenalty=744.218480,	BPenalty=399.380253,	CPenalty=2354.181307,	RCNNAcc=0.854427,	
2018-11-29 01:25:39,938 Epoch[1] Batch [3500]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=132.706973,	ABCVarPenalty=0.242255,	APenalty=744.815324,	BPenalty=397.577031,	CPenalty=2361.295340,	RCNNAcc=0.854069,	
2018-11-29 01:27:09,809 Epoch[1] Batch [3600]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=132.482089,	ABCVarPenalty=0.240007,	APenalty=746.376423,	BPenalty=395.647009,	CPenalty=2358.314985,	RCNNAcc=0.854196,	
2018-11-29 01:28:39,455 Epoch[1] Batch [3700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=134.097179,	ABCVarPenalty=0.236038,	APenalty=751.770379,	BPenalty=394.453094,	CPenalty=2352.323877,	RCNNAcc=0.854421,	
2018-11-29 01:30:09,985 Epoch[1] Batch [3800]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=137.638949,	ABCVarPenalty=0.233766,	APenalty=757.029742,	BPenalty=393.089286,	CPenalty=2355.166657,	RCNNAcc=0.854710,	
2018-11-29 01:31:40,147 Epoch[1] Batch [3900]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=138.552232,	ABCVarPenalty=0.230999,	APenalty=761.126362,	BPenalty=392.216686,	CPenalty=2354.686439,	RCNNAcc=0.854794,	
2018-11-29 01:33:09,624 Epoch[1] Batch [4000]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=139.116391,	ABCVarPenalty=0.227689,	APenalty=765.442300,	BPenalty=391.919263,	CPenalty=2350.039971,	RCNNAcc=0.855050,	
2018-11-29 01:34:39,682 Epoch[1] Batch [4100]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=140.371728,	ABCVarPenalty=0.226774,	APenalty=767.492642,	BPenalty=392.252944,	CPenalty=2348.818551,	RCNNAcc=0.855155,	
2018-11-29 01:36:09,568 Epoch[1] Batch [4200]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=143.475275,	ABCVarPenalty=0.227165,	APenalty=772.933901,	BPenalty=392.743704,	CPenalty=2355.113273,	RCNNAcc=0.854890,	
2018-11-29 01:37:38,924 Epoch[1] Batch [4300]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=143.727320,	ABCVarPenalty=0.224442,	APenalty=779.310725,	BPenalty=392.828117,	CPenalty=2351.248392,	RCNNAcc=0.855321,	
2018-11-29 01:39:09,072 Epoch[1] Batch [4400]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=143.612212,	ABCVarPenalty=0.221837,	APenalty=784.373069,	BPenalty=392.828963,	CPenalty=2348.591418,	RCNNAcc=0.855354,	
2018-11-29 01:40:38,786 Epoch[1] Batch [4500]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=144.294637,	ABCVarPenalty=0.218757,	APenalty=792.157900,	BPenalty=392.396721,	CPenalty=2347.096574,	RCNNAcc=0.855674,	
2018-11-29 01:42:08,353 Epoch[1] Batch [4600]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=145.125226,	ABCVarPenalty=0.215898,	APenalty=799.282434,	BPenalty=392.882529,	CPenalty=2345.472982,	RCNNAcc=0.856152,	
2018-11-29 01:43:38,453 Epoch[1] Batch [4700]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=144.810026,	ABCVarPenalty=0.213261,	APenalty=806.197518,	BPenalty=392.867921,	CPenalty=2340.065491,	RCNNAcc=0.856190,	
2018-11-29 01:45:08,358 Epoch[1] Batch [4800]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=145.127895,	ABCVarPenalty=0.212408,	APenalty=810.128260,	BPenalty=394.090693,	CPenalty=2337.290380,	RCNNAcc=0.856243,	
2018-11-29 01:46:38,500 Epoch[1] Batch [4900]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=145.453883,	ABCVarPenalty=0.211050,	APenalty=814.443369,	BPenalty=394.710537,	CPenalty=2333.876278,	RCNNAcc=0.856323,	
2018-11-29 01:48:08,709 Epoch[1] Batch [5000]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=146.452350,	ABCVarPenalty=0.209416,	APenalty=820.930722,	BPenalty=395.069901,	CPenalty=2332.237769,	RCNNAcc=0.856260,	
2018-11-29 01:49:38,575 Epoch[1] Batch [5100]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=146.846068,	ABCVarPenalty=0.207758,	APenalty=826.630463,	BPenalty=394.632698,	CPenalty=2330.560105,	RCNNAcc=0.856073,	
2018-11-29 01:51:08,143 Epoch[1] Batch [5200]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=148.886033,	ABCVarPenalty=0.207281,	APenalty=833.932925,	BPenalty=394.207616,	CPenalty=2332.854442,	RCNNAcc=0.856308,	
2018-11-29 01:52:37,971 Epoch[1] Batch [5300]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=150.667915,	ABCVarPenalty=0.206564,	APenalty=840.125875,	BPenalty=394.128166,	CPenalty=2334.862148,	RCNNAcc=0.856453,	
2018-11-29 01:54:08,294 Epoch[1] Batch [5400]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=150.780056,	ABCVarPenalty=0.205338,	APenalty=846.589692,	BPenalty=393.928967,	CPenalty=2331.343843,	RCNNAcc=0.856492,	
2018-11-29 01:55:38,456 Epoch[1] Batch [5500]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=150.560846,	ABCVarPenalty=0.203562,	APenalty=851.530754,	BPenalty=394.475721,	CPenalty=2325.046990,	RCNNAcc=0.856619,	
2018-11-29 01:57:07,542 Epoch[1] Batch [5600]	Speed: 4.49 samples/sec	Train-SmoothnessLoss=150.898509,	ABCVarPenalty=0.202152,	APenalty=858.255187,	BPenalty=395.325212,	CPenalty=2317.838162,	RCNNAcc=0.856651,	
2018-11-29 01:58:37,838 Epoch[1] Batch [5700]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=150.680070,	ABCVarPenalty=0.200386,	APenalty=862.807777,	BPenalty=396.313037,	CPenalty=2310.302244,	RCNNAcc=0.857068,	
2018-11-29 02:00:07,033 Epoch[1] Batch [5800]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=150.923791,	ABCVarPenalty=0.199589,	APenalty=869.070051,	BPenalty=397.238667,	CPenalty=2305.848988,	RCNNAcc=0.857390,	
2018-11-29 02:01:36,390 Epoch[1] Batch [5900]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=151.602603,	ABCVarPenalty=0.198815,	APenalty=876.890899,	BPenalty=397.505783,	CPenalty=2302.532268,	RCNNAcc=0.857691,	
2018-11-29 02:03:05,588 Epoch[1] Batch [6000]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=150.822402,	ABCVarPenalty=0.197399,	APenalty=881.692825,	BPenalty=398.314761,	CPenalty=2294.748360,	RCNNAcc=0.858012,	
2018-11-29 02:04:34,521 Epoch[1] Batch [6100]	Speed: 4.50 samples/sec	Train-SmoothnessLoss=151.095240,	ABCVarPenalty=0.196760,	APenalty=888.711797,	BPenalty=400.746702,	CPenalty=2289.348838,	RCNNAcc=0.858176,	
2018-11-29 02:06:04,327 Epoch[1] Batch [6200]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=150.730595,	ABCVarPenalty=0.195955,	APenalty=895.812065,	BPenalty=401.217687,	CPenalty=2281.876327,	RCNNAcc=0.858262,	
2018-11-29 02:07:33,832 Epoch[1] Batch [6300]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=151.105093,	ABCVarPenalty=0.194690,	APenalty=902.492962,	BPenalty=400.364004,	CPenalty=2274.795142,	RCNNAcc=0.858222,	
2018-11-29 02:09:03,586 Epoch[1] Batch [6400]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=150.483930,	ABCVarPenalty=0.193017,	APenalty=906.121024,	BPenalty=399.164977,	CPenalty=2266.265312,	RCNNAcc=0.858467,	
2018-11-29 02:10:33,433 Epoch[1] Batch [6500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=149.798225,	ABCVarPenalty=0.191918,	APenalty=909.608212,	BPenalty=397.846909,	CPenalty=2258.590162,	RCNNAcc=0.858613,	
2018-11-29 02:12:03,454 Epoch[1] Batch [6600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=150.166921,	ABCVarPenalty=0.190645,	APenalty=911.932297,	BPenalty=396.735963,	CPenalty=2255.188834,	RCNNAcc=0.858604,	
2018-11-29 02:13:33,530 Epoch[1] Batch [6700]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=149.753709,	ABCVarPenalty=0.189324,	APenalty=915.254819,	BPenalty=395.863301,	CPenalty=2251.241855,	RCNNAcc=0.858477,	
2018-11-29 02:15:03,195 Epoch[1] Batch [6800]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=150.928231,	ABCVarPenalty=0.188049,	APenalty=920.370435,	BPenalty=395.309411,	CPenalty=2251.210199,	RCNNAcc=0.858585,	
2018-11-29 02:16:33,003 Epoch[1] Batch [6900]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=152.033846,	ABCVarPenalty=0.186822,	APenalty=923.379897,	BPenalty=394.967649,	CPenalty=2252.529818,	RCNNAcc=0.858705,	
2018-11-29 02:18:02,703 Epoch[1] Batch [7000]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=153.836759,	ABCVarPenalty=0.186420,	APenalty=924.971944,	BPenalty=394.514611,	CPenalty=2257.178823,	RCNNAcc=0.858667,	
2018-11-29 02:19:32,135 Epoch[1] Batch [7100]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=155.090515,	ABCVarPenalty=0.185847,	APenalty=925.722988,	BPenalty=393.994229,	CPenalty=2260.067451,	RCNNAcc=0.858761,	
2018-11-29 02:21:02,666 Epoch[1] Batch [7200]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=155.056865,	ABCVarPenalty=0.184527,	APenalty=926.686747,	BPenalty=393.025984,	CPenalty=2259.575880,	RCNNAcc=0.858686,	
2018-11-29 02:22:32,806 Epoch[1] Batch [7300]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=154.909466,	ABCVarPenalty=0.183144,	APenalty=927.365231,	BPenalty=391.698339,	CPenalty=2257.770091,	RCNNAcc=0.858850,	
2018-11-29 02:24:02,880 Epoch[1] Batch [7400]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=154.362216,	ABCVarPenalty=0.181775,	APenalty=929.872471,	BPenalty=391.320801,	CPenalty=2254.338027,	RCNNAcc=0.858933,	
2018-11-29 02:25:32,802 Epoch[1] Batch [7500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=153.568419,	ABCVarPenalty=0.180210,	APenalty=932.185812,	BPenalty=390.983859,	CPenalty=2248.375766,	RCNNAcc=0.859071,	
2018-11-29 02:27:03,059 Epoch[1] Batch [7600]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=152.588620,	ABCVarPenalty=0.179238,	APenalty=935.154999,	BPenalty=391.277277,	CPenalty=2239.474256,	RCNNAcc=0.859086,	
2018-11-29 02:28:32,392 Epoch[1] Batch [7700]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=151.683860,	ABCVarPenalty=0.178045,	APenalty=936.498645,	BPenalty=391.316602,	CPenalty=2234.117332,	RCNNAcc=0.859013,	
2018-11-29 02:30:01,920 Epoch[1] Batch [7800]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=151.940724,	ABCVarPenalty=0.177709,	APenalty=937.771689,	BPenalty=391.371396,	CPenalty=2234.902848,	RCNNAcc=0.859016,	
2018-11-29 02:31:31,329 Epoch[1] Batch [7900]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=154.140548,	ABCVarPenalty=0.178669,	APenalty=940.041881,	BPenalty=392.198209,	CPenalty=2240.562844,	RCNNAcc=0.858897,	
2018-11-29 02:33:01,404 Epoch[1] Batch [8000]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=154.733887,	ABCVarPenalty=0.178228,	APenalty=942.946483,	BPenalty=392.447456,	CPenalty=2240.142187,	RCNNAcc=0.858853,	
2018-11-29 02:34:31,476 Epoch[1] Batch [8100]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=154.951936,	ABCVarPenalty=0.177694,	APenalty=943.901841,	BPenalty=392.484210,	CPenalty=2238.690634,	RCNNAcc=0.858837,	
2018-11-29 02:36:02,123 Epoch[1] Batch [8200]	Speed: 4.41 samples/sec	Train-SmoothnessLoss=154.529104,	ABCVarPenalty=0.177057,	APenalty=944.341047,	BPenalty=392.511150,	CPenalty=2235.667062,	RCNNAcc=0.858856,	
2018-11-29 02:37:08,759 Epoch[1] Train-SmoothnessLoss=155.222964
2018-11-29 02:37:08,760 Epoch[1] Train-ABCVarPenalty=0.176726
2018-11-29 02:37:08,760 Epoch[1] Train-APenalty=946.430164
2018-11-29 02:37:08,760 Epoch[1] Train-BPenalty=392.603630
2018-11-29 02:37:08,760 Epoch[1] Train-CPenalty=2236.170963
2018-11-29 02:37:08,760 Epoch[1] Train-RCNNAcc=0.858787
2018-11-29 02:37:08,760 Epoch[1] Time cost=7435.790
2018-11-29 02:37:10,029 Saved checkpoint to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0002.params"
2018-11-29 02:37:12,452 Saved optimizer state to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0002.states"
2018-11-29 02:37:13,034 Saved checkpoint to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0002.params"
2018-11-29 02:38:44,055 Epoch[2] Batch [100]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=149.097181,	ABCVarPenalty=0.096123,	APenalty=1126.965100,	BPenalty=361.527008,	CPenalty=2008.251818,	RCNNAcc=0.879757,	
2018-11-29 02:40:14,263 Epoch[2] Batch [200]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=168.326098,	ABCVarPenalty=0.109288,	APenalty=1214.115351,	BPenalty=372.589251,	CPenalty=2003.471793,	RCNNAcc=0.877274,	
2018-11-29 02:41:43,618 Epoch[2] Batch [300]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=191.134145,	ABCVarPenalty=0.104155,	APenalty=1185.818666,	BPenalty=357.857521,	CPenalty=2058.359784,	RCNNAcc=0.877323,	
2018-11-29 02:43:13,790 Epoch[2] Batch [400]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=204.876511,	ABCVarPenalty=0.103167,	APenalty=1187.139588,	BPenalty=348.794892,	CPenalty=2118.061876,	RCNNAcc=0.876232,	
2018-11-29 02:44:43,693 Epoch[2] Batch [500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=210.785569,	ABCVarPenalty=0.107176,	APenalty=1207.604437,	BPenalty=348.339156,	CPenalty=2137.471048,	RCNNAcc=0.873589,	
2018-11-29 02:46:13,662 Epoch[2] Batch [600]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=199.959796,	ABCVarPenalty=0.106134,	APenalty=1195.074565,	BPenalty=344.091998,	CPenalty=2128.317147,	RCNNAcc=0.871194,	
2018-11-29 02:47:43,403 Epoch[2] Batch [700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=202.307054,	ABCVarPenalty=0.108603,	APenalty=1198.958732,	BPenalty=344.452121,	CPenalty=2146.044007,	RCNNAcc=0.871370,	
2018-11-29 02:49:13,896 Epoch[2] Batch [800]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=200.017459,	ABCVarPenalty=0.111846,	APenalty=1182.193345,	BPenalty=344.835522,	CPenalty=2164.390464,	RCNNAcc=0.871562,	
2018-11-29 02:50:43,114 Epoch[2] Batch [900]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=202.142468,	ABCVarPenalty=0.114032,	APenalty=1188.725250,	BPenalty=348.388739,	CPenalty=2175.824712,	RCNNAcc=0.869906,	
2018-11-29 02:52:13,004 Epoch[2] Batch [1000]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=206.942904,	ABCVarPenalty=0.121655,	APenalty=1207.961650,	BPenalty=354.120622,	CPenalty=2182.910298,	RCNNAcc=0.869178,	
2018-11-29 02:53:42,396 Epoch[2] Batch [1100]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=207.758415,	ABCVarPenalty=0.124165,	APenalty=1217.487714,	BPenalty=356.696236,	CPenalty=2176.524450,	RCNNAcc=0.869350,	
2018-11-29 02:55:12,403 Epoch[2] Batch [1200]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=203.912402,	ABCVarPenalty=0.126430,	APenalty=1222.257753,	BPenalty=360.052382,	CPenalty=2152.873986,	RCNNAcc=0.869411,	
2018-11-29 02:56:42,415 Epoch[2] Batch [1300]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=207.791831,	ABCVarPenalty=0.128853,	APenalty=1232.491992,	BPenalty=360.225927,	CPenalty=2152.704213,	RCNNAcc=0.869013,	
2018-11-29 02:58:12,222 Epoch[2] Batch [1400]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=214.798468,	ABCVarPenalty=0.135107,	APenalty=1251.109348,	BPenalty=365.052704,	CPenalty=2153.332852,	RCNNAcc=0.869485,	
2018-11-29 02:59:42,178 Epoch[2] Batch [1500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=210.761457,	ABCVarPenalty=0.134522,	APenalty=1247.898314,	BPenalty=365.556647,	CPenalty=2136.593700,	RCNNAcc=0.870071,	
2018-11-29 03:01:12,213 Epoch[2] Batch [1600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=208.709416,	ABCVarPenalty=0.132960,	APenalty=1243.655376,	BPenalty=365.264484,	CPenalty=2139.415951,	RCNNAcc=0.870224,	
2018-11-29 03:02:41,788 Epoch[2] Batch [1700]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=208.750493,	ABCVarPenalty=0.135510,	APenalty=1241.708601,	BPenalty=368.690320,	CPenalty=2147.824928,	RCNNAcc=0.870504,	
2018-11-29 03:04:11,943 Epoch[2] Batch [1800]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=209.246530,	ABCVarPenalty=0.137722,	APenalty=1245.691470,	BPenalty=370.181262,	CPenalty=2153.090124,	RCNNAcc=0.870663,	
2018-11-29 03:05:42,353 Epoch[2] Batch [1900]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=206.438261,	ABCVarPenalty=0.141227,	APenalty=1254.989373,	BPenalty=371.315233,	CPenalty=2133.782667,	RCNNAcc=0.870638,	
2018-11-29 03:07:12,833 Epoch[2] Batch [2000]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=201.179575,	ABCVarPenalty=0.140165,	APenalty=1250.172625,	BPenalty=371.772264,	CPenalty=2118.216539,	RCNNAcc=0.870835,	
2018-11-29 03:08:43,139 Epoch[2] Batch [2100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=198.537945,	ABCVarPenalty=0.138849,	APenalty=1241.919890,	BPenalty=369.517426,	CPenalty=2111.458763,	RCNNAcc=0.871291,	
2018-11-29 03:10:13,443 Epoch[2] Batch [2200]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=194.658907,	ABCVarPenalty=0.135887,	APenalty=1232.260357,	BPenalty=368.038511,	CPenalty=2095.280542,	RCNNAcc=0.871872,	
2018-11-29 03:11:42,689 Epoch[2] Batch [2300]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=194.667031,	ABCVarPenalty=0.134489,	APenalty=1222.386019,	BPenalty=369.373939,	CPenalty=2098.522921,	RCNNAcc=0.872046,	
2018-11-29 03:13:13,151 Epoch[2] Batch [2400]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=192.242602,	ABCVarPenalty=0.132742,	APenalty=1215.524852,	BPenalty=370.705821,	CPenalty=2094.803074,	RCNNAcc=0.871808,	
2018-11-29 03:14:42,462 Epoch[2] Batch [2500]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=196.358023,	ABCVarPenalty=0.133523,	APenalty=1214.803679,	BPenalty=372.437189,	CPenalty=2104.621081,	RCNNAcc=0.871997,	
2018-11-29 03:16:12,422 Epoch[2] Batch [2600]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=195.840905,	ABCVarPenalty=0.132653,	APenalty=1211.736569,	BPenalty=372.065316,	CPenalty=2102.737988,	RCNNAcc=0.871737,	
2018-11-29 03:17:41,671 Epoch[2] Batch [2700]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=195.711305,	ABCVarPenalty=0.132265,	APenalty=1209.208902,	BPenalty=371.032733,	CPenalty=2105.074379,	RCNNAcc=0.871590,	
2018-11-29 03:19:12,328 Epoch[2] Batch [2800]	Speed: 4.41 samples/sec	Train-SmoothnessLoss=197.042976,	ABCVarPenalty=0.132349,	APenalty=1215.550980,	BPenalty=371.341148,	CPenalty=2106.665152,	RCNNAcc=0.871270,	
2018-11-29 03:20:42,156 Epoch[2] Batch [2900]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=198.472648,	ABCVarPenalty=0.133091,	APenalty=1220.251978,	BPenalty=369.767109,	CPenalty=2108.698406,	RCNNAcc=0.871576,	
2018-11-29 03:22:11,841 Epoch[2] Batch [3000]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=198.266169,	ABCVarPenalty=0.133226,	APenalty=1214.335452,	BPenalty=369.209160,	CPenalty=2109.916590,	RCNNAcc=0.871511,	
2018-11-29 03:23:41,739 Epoch[2] Batch [3100]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=199.685794,	ABCVarPenalty=0.133903,	APenalty=1208.527322,	BPenalty=368.176413,	CPenalty=2119.605074,	RCNNAcc=0.871558,	
2018-11-29 03:25:11,497 Epoch[2] Batch [3200]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=199.147054,	ABCVarPenalty=0.133562,	APenalty=1203.477106,	BPenalty=367.694477,	CPenalty=2121.048314,	RCNNAcc=0.871543,	
2018-11-29 03:26:41,803 Epoch[2] Batch [3300]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=199.734003,	ABCVarPenalty=0.134653,	APenalty=1197.948734,	BPenalty=367.138798,	CPenalty=2130.984516,	RCNNAcc=0.871314,	
2018-11-29 03:28:11,338 Epoch[2] Batch [3400]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=199.155784,	ABCVarPenalty=0.134916,	APenalty=1195.491948,	BPenalty=368.210659,	CPenalty=2131.990938,	RCNNAcc=0.871524,	
2018-11-29 03:29:41,100 Epoch[2] Batch [3500]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=199.339895,	ABCVarPenalty=0.135324,	APenalty=1194.704207,	BPenalty=368.920982,	CPenalty=2137.647771,	RCNNAcc=0.871597,	
2018-11-29 03:31:11,281 Epoch[2] Batch [3600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=197.650075,	ABCVarPenalty=0.134607,	APenalty=1194.591906,	BPenalty=368.577811,	CPenalty=2133.895369,	RCNNAcc=0.871486,	
2018-11-29 03:32:41,118 Epoch[2] Batch [3700]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=197.752948,	ABCVarPenalty=0.133770,	APenalty=1193.851663,	BPenalty=369.103696,	CPenalty=2137.334798,	RCNNAcc=0.871522,	
